year,review
2021,"If you want to acquire some extra knowledge in your spare time this app is great. I think it’s important to always pursue knowledge, and this makes it approachable. I think education should begin at the end of schooling, not end; and this app allows me to continue educating myself without a time investment. 

Great for learning on breaks at work, on the toilet, waiting in line, or any other time where you might otherwise be losing your time without benefit."
2021,Getting problems correct makes you want to do more. I wish I had more time to dive in. I wanted to use with tutoring Math for more advanced students but you can’t get to some of the practice exercises until you’ve completed prior lessons.
2021,"Great app as far as the learning and problems go, but it freezes on me far too much on my iPhone and iPad. Please refine the app for less freezing."
2021,This app is phenomenal. I won’t pay for the subscription until they include dark mode for those who cannot tolerate bright screens. Only then will I fully commit to this app. But the free version is great.
2021,It’s hard for me a little bit
2021,Nice mix of courses to keep your mind active…
2021,As someone who hasn’t participated in academic studies for 10 years. This app is improving my arithmetic immensely. My only irritation is that the explanations are a bit wordy for me personally. I’m sure they attempted to simplify as much as possible but my brain over complicates 😂
2021,"TL;DR Brilliant, if you see this, please please please include the community wiki on mobile. If it weren’t for this I’d give it 5 stars. 

No joke, if they made EACH wiki topic downloadable for offline mobile use, I’d pay another $10/month.

It’s an incredible feature that plays a huge role in my continued premium subscription. For those who don’t know where it is, it’s the last section on each topic under the practice tab for desktop.

I really wish this was on mobile since I’m paying for premium. It’s very doable too since each page is just text/images, not intensive graphics. 

With phone storage increasing over the years I don’t think an 8 gig download would be unreasonable. iPhone 13 starts at 128gig storage…

Besides this the app is great! I love brilliant and commend them for making difficult topics easier to tackle. My generation needs a solid foundation in STEM if we’re going to solve all these intricate world problems. Thank you brilliant for helping us get there (at our own pace) one step at a time."
2021,"I haven’t had this app very long, but so far, I’m really enjoying it. I do plan to go very deep with it and try to push it to its limits.
We’ll see how far I get.
I’m looking forward to the process.
There is a great deal of material here and it is very well presented.
This is a well-thought-out app. I really like the quality that I see."
2021,Not much else to say.
2021,"I guess I’m not smart enough to figure out the billing. I am offered a price of 149.00$ annually however, I would prefer monthly billing.  It’s a good app and there is so much to learn-and I would really like to use it to further my education. As an educator myself I am always look for ways to advance my pedagogy.  I’m happy to pay for this wonderfully designed and curated app, I am just hesitant to advance a rather hefty sum and agree to a year long commitment.  It’s probably something I’m just missing.  I’ll go back and “read the syllabus.”"
2021,It's an expensive subscription making it nos as accesible as it should be
2021,Learning great things but at times it’s pretty difficult.
2021,Love what I’m learning
2021,"Thanks for helping to develop a part of my brain that can use some improvement 😏
I think though that there are some errors with the names of the androids in the logic section. And sometimes I couldn’t submit my answer unfortunately."
2022,"I downloaded this app a couple of months ago and started some of the courses just to see what type of content it had. Now the interface looks messy. Other than that, it’s a pretty good app."
2022,"Love the content, but they recently decided to remove offline content which was one of the great things I loved about brilliant. While this not take away from the content, I do think it takes away from the overall experience."
2022,"This app has excellent graphical representations of mathematical concepts, many of which are interactive. Also, the descriptions are as concise as possible. It’s a great way to learn core concepts, especially if you are a visual learner or averse to numbers. 

I would like to see more practice problems for each concept, however . I have not played with all the features, but at least with the guided lessons I haven’t come across problem sets, just one or two examples and then on to the next topic.

Overall, a very good app for what it is. Don’t expect a complete education from this app though in its current form."
2022,"I really have enjoyed this app so far. I do agree with prior reviews in that this app is designed to reinforce existing skills and not necessarily learn from nothing. I think that the current pricing is high for what is offered. You can finish a lot of it in about 4 weeks if you spend a couple hours each day on lessons. The visuals are nice and the explanations make sense, given I’ve learned these materials before. The pricing within the app description is also no longer accurate."
2022,"I love the app. Great curation, reasonable learning pace, a little too light on reinforcement of the reinforcement of formulas as opposed to concepts but that also really helps with the gamified dopamine rush that makes it easy to swap out a phone game for this.

In the last six month or so, my progress is getting flakier. On iphone, on most loads at the start of the day my course progress is incorrect and I need to do a force close for it to update correctly.

I'm also really disappointed that offline mode is getting removed since it was my favourite activity on a plane trip. I just noticed that Khan Academy offers this feature though so I might give that a shot again and treat this more as a game for when I'm bored"
2022,Good bite sized lessons to do instead of scrolling Instagram. Have used it to refresh my high school calculus. Some bugs in the algorithm courses that I hope will get fixed soon.
2022,I am really enjoying brilliant! It is a great way to gain practical skills in math and science.
2022,"Very good mental exercise!
Thanks!"
2022,"I’ve been using the Brilliant app for a couple of weeks now and I’m impressed with the range of subjects you can explore, and it’s use of video in addition to text. I like the fact that there are actual experiments you can perform, and you can run the programs you write. The topics are presented in a way that’s relatively easy to understand, and there is a logical progression to the information."
2022,Gear app for science and math foundations at all levels
2022,It’s been a long time since I’ve seen pictures in that course. Please do sth !!!
2022,This app starts with really good basics & I like that it always offers an explanation. Good for sharpening critical thinking.
2022,The math is great but the computer science portions are much too oversimplified with examples that are obvious and questions that are poorly phrased
2022,"In the first few days, I’ve found the app well built. I personally appreciate the interactive visuals, but without actual video. The reason I am giving 4 and not 5 stars is for the accessibility aspects: there is no dark mode, and the text size cannot be adjusted. I have a lot of trouble looking at the bright screen, and have created a script to darken most of the site in the browser version to make it more manageable."
2022,Sometimes it doesn’t explain each piece to the new equations so that you truly understand what the equation is solving for and what components you might have to find with inferred data.
2022,"The app is functional, if not slightly bare bones. 

Ultimately the design could use some modernization, some ideas would be rounding card corners and adding drop shadows for the courses list on the main page. 

Also the animations (course material and loading) are not running at 120hz on my promotion displays. I suspect the app heavily uses web views but they do a decent job of hiding it besides some of the inherent jankyness that comes from that."
2022,"I love learning with the app, everything is really well written, but for the fundamentals to computer science course, i cannot do it at all on my android phone because the icons don’t display correctly/"
2022,"I love this app for keeping my brain active on real subjects. 
It could use some technical improvements but overall I love it"
2022,Brilliant has helped me in the education part of my life a lot and I really like to use it I just don’t like having to pay to do the courses I need to do for school but over all very good app
2022,"This isn’t rote memorization of formulas. App helps build intuition with stories and conceptual visualization. And the quizzes makes learning fun. 

One downside is that this isn’t an entire substitute for an undergrad math course. And definitely not a proof based course. But it will get you about 80% of the way there in an enjoyable and efficient manner.

Also remember to have a pen and paper ready even though this is an app. Both to take notes, solve derivations and answer questions.

Overall very happy. Glad I bought the year subscription."
2022,"Pretty solid learning experience. However, I do wish it wasn’t so laggy on some of the hand on experiences. Most of the time it is fine, but having lag is annoying."
2022,Easy to work through a couple of lessons whilst waiting in line and stuff.
2022,"Love the app, content is good but dear lord please add dark mode. Impossible to read anything right before sleeping."
2022,Hi
2022,Fun and easy way to keep math skills sharp when you have a full time job.
2022,"It’s pretty good, but when a lesson ends, it’s stuck on that screen, and there’s no button to close it. I have to restart the app to get get back to the lesson select menu. But other than that, it’s great👍"
2022,This is better than what I did in real school.
2022,Excellent app with a vast majority of content spanning math for handicapped people to higher level stuff. Everyone should try a course.
2022,Good for learning. Quite expensive though
2022,"Finally tackling maths I should've done years ago, but sometimes the app's explanations for my wrong answers make no sense, or seem wrong.  No doubt it's me but without understanding mistakes it's hard to continue. Is there a forum or some other way to dig deeper when needed?"
2022,That’s my review
2022,Every time I try to read I can only get a few words or more if I know the reason of it. And am better sure other like me are having the same so all I ask is to get some people to do translation Audible whatever you wanna call it just get some people to help us out the sentences?
2022,"Honestly, all you need to do is add some sounds. It would be even more rewarding when solving a puzzle if there was just something added for getting it right or wrong. Other than that, I love everything else"
2022,.
2022,"Learn a lot, but only get to use one level and then you have to pay $24 a month or $150 a year."
2022,Instead of gaming or watching YouTube I’m learning! I have a strong science and math background. I wish there was some system that brilliant could use to gauge my skill level and recommend courses. Like a placement test.
2022,TYN
2022,The content is very good but I think it’s a little expensive.
2022,"I wish Brilliant handled streaks closer to the way Duolingo does. Well the app is very effective at teaching, it could use some work on encouraging / rewarding engagement"
2023,"This is a great app to learn or practice your maths concepts differently. The graphics and interface are great. The only thing I would like the app to improve is the cost of the membership, without it, it's almost nothing that you can do, and with it, you have the benefits to use it at a 100% but as is an app to refine your knowledge it's not something that you're using 24/7."
2023,"The app content deserves 5 stars. But the lack of a dark mode setting is disappointing. Every month that a dark mode isn’t added to the app, I’m deducting a star from my review. Thanks"
2023,Pretty Good so far
2023,everything great but sadly exercises are always the same when you restart a lesson. it would be grate to have different set of of them each time you restart a lesson
2023,Love the material but I don’t know if it’s worth the price it’s being pushed for
2023,"I really enjoy this app. I have always felt insecure about my math skills, but this has helped me greatly, even with just the free courses. I do wish that there was a little more information that wasn’t behind a paywall. However, this may be the first app that I actually cough up the cash to access fully."
2023,i have only been using for a few days with the free version. fun way to practice old skills but not a lot of options with free version.
2023,"This is a great app for me to learn new skills, but I wish there were more computer science courses."
2023,Good for developing different problem solving frameworks but the some of the explanations aren’t as intuitive or elegant as they could be.
2023,"Im trying to listen to some of the greatest pieces of classical music ever created but every time i click on continue or a key on the keyboard, my music pauses other than that, great app."
2023,"I’m Henry, a twelve year old who wanted to learn math and engineering. I enjoy the app but it is sometimes a little bit buggy. As an example, when I try to answer a question but then click out of the question, I have to restart that question. Overall this is a great app but I recommend trying it out before committing to a $120 annual subscription."
2023,"I have been using it for the past 5 or so months I believe. I saw people advertise for it for awhile, some who were even an nasa engineer (mark rober shout out to him). I love the characters and the design for this app, but I feel like there could be a few changes. Personally, I like having notifications because it helps me stay on track a lot. This app does have notifications but they are addressing my league. This helps because I can stay on track with it and continue getting my streak. But that’s the thing, they don’t remind you of your streak but just your league. This also doesn’t help because you have to pay for the app and sometimes I forget and sometimes it feels like I’m wasting money. Solution for this? Either make a widget or do what Duolingo does to remind you of your streak. All regards though this app is very well devolved and thought out, just more notifications please!"
2023,I want a way to write stuff down in the app
2023,"I want to reset and redo some courses or part of one to test my level of comprehension. This is not possible, I can review the course with my previous answers shown. How do I reset a course fully or partially?"
2023,"I like it so far , it teaches you how to do problems but I had to lie about my age which I tried in till 13 but the app says 4+ so I do t know what was the problem there. So I’m asking can you fix that problem. Thank you for reading!"
2023,"App is great but what would help would be a widget for Brilliant that displays your current streak number.

Works great with Duolingo and really helps me maintain my daily lessons because it’s the biggest thing on my Home Screen.

As it is, when I search for Brilliant in the widgets menu comes up. I might even go so far as to try to make my own somehow.

Can I create a dev account or is it the same as a regular user account?"
2023,"The price of this app is too much, but I decided to keep it after the free trial. I’m currently studying to take the GRE after not being in undergrad for a while and it’s surprisingly a great supplement to practicing problems."
