year,review
2019,I’m doing the comp sci intro and it is very fun and educational!
2019,I’m addicted. This app makes me feel so empowered bu taking education in on my own terms. Thank you!
2019,Interesting and fun. I really enjoy this app.
2019,Their lessons are of an extreme quality at a very low fee.
2019,It’s lit
2019,Great app I highly recommend
2019,It was so good it taught me a lot of thing like how to solve a logic puzzle and if you got something wrong then it would show you how you would do it
2019,Super helpful even without the premium membership
2019,"All information is presented impressively well, very interactive, and the little drawings and such make problems otherwise impossible, very easy."
2019,"Nice app, i recommend it"
2019,"Keep it up, team! Thanks for bringing this to the world!"
2019,"Sometimes a bit over my head, but curiosity and the presentation draw me in to face my sometimes inevitable failure"
2019,Amazing I am learning so much from this as I am addicted to maths and sciences.
2019,"Only played for maybe 2 hours total so far but my favorite iPhone game I’ve played in 2 or 3 years. 

Extremely well made. I love puzzles that make you just sit there and THINK. I fell asleep last night by thinking about one of the questions hoping I’d know it when I woke up. 

For once I think this game can actually make you smarter. Well, not smarter, that’s not possible, but teach you how to think which is what really matters. 

I never pay for games. I’d pay for this game. (Maybe I will at some point, haven’t looking into it)."
2019,The future of education is rising
2019,What a great way to learn.
2019,It’s fun and engaging.
2019,LOVE IT!! Love leaning new material💗💗
2019,Keep your brain sharp on exercises that polish and enhance skills.
2019,Useful and fun
2019,this game is swag
2019,A much more enjoyable way to learn math!
2019,"I’m always itching to learn more. I used to have a free account of Brilliant, and it was good, but I wanted more! My family got me a year subscription for Christmas and I am NEVER going back! It’s been a day and I already love it. Can’t wait to see what I learn."
2019,"Simple, intuitive, challenging and with awesome courses!"
2019,It's nice
2019,Love this idea for a program it’s very helpful and a great tool in becoming educated.
2019,This app is the greatest thing in the App Store. What a welcome relief from the usual vapidness of mobile content!
2019,"I haven’t always loved math and science. I was never as good at is as I was at reading and writing, and that frustrated me enough to make me give up on the subject altogether. This app has given me the chance to give it a go again and find the problem-solving and formulas fun in a way that I haven’t been able to see since I was a kid. Thanks Brilliant — you’re the best ❤️"
2019,It helps you see the thing you want like quant finance and see the prerequisites to get there.
2019,NICE
2019,"Using brilliant i have access to so much knowledge in a condensed form, it inspires my engineering personality and desire to learn about so many new topics"
2019,It needs more questions but is amazing
2019,Hello
2019,Yes
2019,I think this is a great app with a wealth of material. I’ve been looking for an app like this for some time-something fluid and non tedious that truly helps skill building.
2019,I find your site a great device to help me broaden my understanding of math
2019,"Love it, great app."
2019,"I use brilliant everyday and so far I have learned so much. I love this app for its challenging, yet helpful, courses. I know that premium isn’t cheap but you gain access to so much knowledge I personally feel like it is worth the price."
2019,"Well-structures, great bite-sized lessons, and intuitive teaching style."
2019,"This app is exactly what I was looking for! I wanted something that dives into deeper and harder concepts than Khan, and it’s a lot more self paced which I like. I would recommend this is anyone looking to learn more about advanced math and science topics!"
2019,Great puzzles and material to learn from.
2019,Love the interactive features and community explanations
2019,"It’s, well...brilliant"
2019,Great Material
2019,Very detail and refresh for what I didn’t understand before
2019,This is amazing. Difficult sometimes but never impossible and I absolutely love the way it lets you look at ‘stuff’ from different perspectives
2019,Learning made fun!
2019,It’s such a great app. Helped me a lot with my math getting ready fo fourth grade.
2019,Really good test
2019,Good for free time
2019,The only good science and math app I have found! I usually don’t give reviews but I highly recommend this app. It has so many interesting topics and really helps you learn. Also it’s a fun way to learn test your knowledge or get the basics of a topic you knew nothing about. I highly recommend this app!!
2019,Brilliant make me clever
2019,"Brilliant is on of my favorite apps on my phone  and lets me diversify a lot when it comes to physics, math etc"
2019,"My new favorite app. It doesn’t hold your hand, however  is approachable by anyone."
2019,It’s kinda nice to have smth to occupy urself with while ur waiting for your girl to get out of the dressing room and I good exercise for ur brain
2019,Hi reallifelore
2019,"I really really really enjoy this APP！All of the game (exactly.....算了用中文吧😓
这个软件可以让大脑活跃起来我最先学的是logic 的模块 每次的六道题相对来说都可以解出来 但是另一块好像是生活中的科学还是啥的就不太好做了看了解析还是理解不了😂哈哈哈
不过brilliant是我每天都会被吸引去打开的app啦！"
2019,I especially like The daily puzzles
2019,"You are happier when you solve logical problems
The technology implemented here is marvelous"
2019,"This application provides a great balance between depth and breadth, as well as taking novel approaches when deemed advantageous. A connection to observable experience and developing the learner’s intuition both seem to be priorities in their course designs."
2019,"Tough, but fun!"
2019,Brain muscle flex guaranteed
2019,awesome
2019,"This is a great app. They take some liberties deviating from strict mathematical definitions, but which is understandable for entertainment value. Still, there is room for improvement while maintaining the concept. I signed for the premium content in order to support further development. More apps like this are needed."
2019,"Personally speaking, I am someone who likes solving quizzes, riddles and puzzles rather than actually solve the “math”. Yet Brilliant satisfies me with variety and I couldn’t thank it and its community for bringing a fun and creative approach to every problems. I always see “Math” and intelligence in different aspects, but each is valuable on its own."
2019,Simple but elegantly designed
2019,"I really like the length, style, and art! Great app."
2019,Love the fun way to keep exercising my brain.
2019,Great pass time to keep the brain active.
2019,I wish I knew about this years ago
2019,Good
2019,👍
2019,No BS! With this app you really truly learn!
2019,Helps to exercise grey matter
2019,Only had the app for 3 days and I’ve am greatly pleased with the app!
2019,Unlike other kids in my school I love getting smarter & with that I now that I have to be smart to become what I want to be a Air Force low altitude attack pilot of an A10 thunder bolt so this app really helps me just become that 10-10 A student
2019,"As an Algebra 1 student, this app is helping me so much in enhancing my skills- thanks so much, brilliant!"
2019,I like it. Impressive review. No?
2019,Get it.
2019,Please add support for dark mode.
2019,This is pretty great
2019,This app is perfect for sharpening your mind .
2019,Learning by problem solving is fun and helps tackle challenging problems
2019,Yuhh
2019,"Amazing app to learn, experience and explore. It helps you to improve your thinking skills and science skills a lot :) 
Love the app"
2019,Everything renders properly in the app as well the web site - so there is an easy way to transition from device to device. Content is great!
2019,"As a kid, I loved math and brain teasers and the like. I forgot how much until Brilliant brought it all rushing back. It’s like my brain getting a breath of fresh air"
2019,nice app
2019,Best app on my phone
2019,"Helps with learning logical and mathematical concept through problem solving, contrasting the usual learning through memorization."
2019,"Exceptional learning tool. 
Awakening an older mind. 
Kudos!"
2019,"I enjoy the problems they post everyday, and some of the solutions take a unique approach so I enjoy reading through those."
2019,I understand the importance of school but they fail to make fun
2019,Great courses and great app!
2019,"i really love how brilliant explains concepts and definitions, it’s been really helpful for me just now picking up computer science topics! the premium is totally worth it"
2019,Having fun while learning
2019,For children
2019,Yes
2019,Love the daily puzzles and the courses you can take on this app. All of it is really enjoyable.
2019,Educational and engaging.
2019,Whole new level of education
2019,"Super nice interface to read and answer, and superb, simple explanations!"
2019,"Brilliant is a dope app. I now have the mental capacity to watch and enjoy Rick and Morty, as well as converse with my girlfriend’s dad."
2019,Hard to imagine a more useful app to tackle this topics after college.
2019,"I absolutely love this app. It reignited my passion for math and the world of numbers. It teaches in a wonderful fashion that lets you figure it out at your own speed and learn nonchalantly, as some learning should be. It integrates math and science into my daily routine of social media and texting, hopefully one day replacing the latter two completely! Unfortunately I am heartbroken by the price. I would pay it in a millisecond but I simply am a self sufficient student and I don't have extra funds. Despite this, I would recommend this app to anyone with a burning curiosity pertaining to the wonders of the universe and its intricacies :)"
2019,"Brilliant is an amazing app, and I would recommend pretty much everyone to download it. The courses are fun, and the explanation are clear and concise (well, most of the time). 

Now stop looking at reviews and download the app already!!!"
2019,"Okay you might be thinking I work for them or got paid. Nope I am a person like you, let me tell you I used to think this app is a waste of time and garbage but then realized how awesome it is when it started sending me messages to my mailbox, I played the daily games and then started getting more engaged and LEARNED A LOT TRUST ME okay bye I got to go"
2019,It’s pretty handy for my high school classes.
2019,I just got the app but so far I’m enjoying it a lot. It’s engaging and educational.
2019,I love this app so much it’s just a great app for learning and i’ve used a couple of learning apps and i say this is one of my favorites
2019,I am an elderly person. I can not remember any of this. But I have gotten some of the quizzes correct.
2019,Love this app. Learning is better than vegging out on twitter ;)
2019,Get the mental cutlery ready
2019,Please me
2019,I’ll be working at this company soon
2019,This App is my favorite app on my phone. It makes complicated topics simple to understand. I had to learn about Quantum Computing for work and all of the resources were overwhelming. Brilliant broke it down in a way that made me look like an expert to my peers in a matter of days! The challenges are fun and I can’t wait to see some of the courses that are coming soon. The meaningful time spent on this app outweighs all of time wasted on social media and games.
2019,The best way to get large complex topics in a bite-size format
2019,"As someone who is interested in astrophysics, but is too young to attend college, this app is a great introduction to physics."
2019,"I wish school was this intuitive as a child. I can actually see the real world application that as child I never got, which in turned kill my motivation. Where as brilliant is brilliant and fun!!!"
2019,Null
2019,Enjoying the simulation and learning new skills!
2019,"Any chance of making a scrap paper/notes screen? I mostly use the app from my phone and don’t always have something to write down/draw with. 

Thanks"
2019,Life changer
2019,"Love it
10/10 IGN"
2019,Awesome app
2019,Very well done.
2019,I enjoy philosophy/logic/math and this has everything I’m looking for.
2019,Yes.
2019,Mind blowing questions
2019,"It’s amazing app
I was searching about a brain app, but this is the best"
2019,Very good
2019,Great courses
2019,This is the definition of all challenges education. I just wish they had an Orgo course
2019,Oh yeah get this app
2019,No pun intended!
2019,"I use brilliant regularly, it’s honestly one of the best ways to learn and maintain mathematical ability both by convenience and quality"
2019,"I now have the biggest brain in the world. I am now an exact replica of mega mind. I am the smartest man alive. I have never even opened this app, just downloading it alone and having it on my phone has upped my IQ to unbelievable lengths. 

Thank you Brilliant for existing."
2019,The best
2019,The best way to feed your brain with science of everyday
2019,"This app is great!! Easy to use, nice on the eyes, and more lessons than you could ever want!!"
2019,I really enjoy this and its a great brain teaser so i do suggest it
2019,"I’m currently learning 3D modeling and animation thru an extensive computer program and have been stumped multiple times, after using some of the problem solving lessons on here I noticed I’ve been able to recognize patterns and incorporate better logistics into my workflow and for that I give it 5 stars. 😎"
2019,Such a nice way to challenge yourself daily; learn new subjects daily; and refresh your knowledge of subjects you thought where forgotten.
2019,👆
2019,It is challenging but at the same time fun as you learn
2019,"It’s been over twenty years since I took my undergrad in engineering and used serious math. This program really helps explain the why behind the math in an understandable, easily approachable way."
2019,"It is super useful to me, as a student and hobbyists. Cheap price for premium"
2019,🤯🤔🤭🤤
2019,I should use this after school because it teaches more can a school can and faster than a school can
2019,"It's good application to learn new things 
and upgrade your mind to next level 
download it get start!"
2019,It’s a fun interactive way to learn. It gets straight to the point and gives enough resources to make sure you understand
2019,"Hurts my brain in a good way, love it!"
2019,Pretty cool
2019,"I haven’t been using Brilliant very long, but I’m impressed with the quality of the exercises!"
2019,"I enjoy this app, I have been looking for a great source to learn math at my own pace and brilliant has been a great resource to pique my interest and expand my depth of knowledge of math, science, and the world around me. I am grateful to be apart of this community and recommend it to those who desire to have a platform that supports curiosity and the commitment to a higher level of learning in a self taught experience."
2019,Amazing for curious people. Just don’t do it in a loud place I’ve found lol😂
2019,Love the courses and daily challenges.
2019,A great way to learn complex subjects in a different way
2019,"If you like short, daily challenges that are more math, science, logic oriented, Brilliant is analogous to daily crosswords. Moreover, for those that need sharpening via byte-sized practice on a daily basis, this is it. My only wish would be links to explanatory content from individual problems for principles in Khan Academy or other sources such as, ""Stuck? Need ideas? Check out these resources."""
2019,I enjoy brilliant in my past time keep them busy five stars.
2019,Absolutely amazing app! I’m definitely interested in digging much deeper into the program and even jump on the laptop for more in-depth subjects. Learning a lot while challenging myself to keep my mind sharp. I love the app and what’s its all about!
2019,"If you’re interested in receiving a daily dosage of knowledge, Brilliance is for YOU! This app ranges from analytical science to applied mathematics. Great way to spend idle time. Those who have a love for learning and keeping their “wits” about them will thoroughly enjoy what this app has to offer."
2019,This a very effective app for people wishing to understand the science and mathematics of the world. It explains scary complicated problems into intuitive step-by-step examples; highly recommended!!
2019,This app is amazing
2019,After a few minutes with this app I learned how much I don’t know scout a lot of things
2019,Love this app it helps me trying to look into future careers
2019,"I expected another app with a few little games that supposedly challenge your mind, but this is different. The lessons and courses are well thought out and challenging."
2019,Make premium free too!
2019,Learning about Special Relativity is cool 😎
2019,"One of the greatest apps for Entrepreneurship, doctors, lawyers, whatever you want to be. Enough logical challenging, knowledge testing, and mental growing that an app can have."
2019,Just brilliant if like physical science
2019,"I like it so far pretty cool,"
2019,This application is literally the best way I could’ve learned anything I wanted and technology and science
2019,Information parsing and delivery is superb
2019,"One of the best apps out there that will actually ""work in your brain"". The amount of things you learn from here is impressive, and it makes you squeeze your brain"
2019,lit
2019,It’s brilliant. Great puzzles
2019,Very engaging
2019,Challenging.
2019,Great for both brushing up and learning new material
2019,I love keeping my mind sharp and always looking for new stuff to learn. Best app I’ve found yet. Sky net should be active soon
2019,Thanks for being here!
2019,Good
2019,Love it
2019,Good stuff
2019,Excellent
2019,It’s nice app for daily brain exercise
2019,Love it.
2019,An awesome app that I can use as supplemental materials for my classes
2019,Just what I needed
2019,Thank you for such a beautiful app!
2019,Fun and educational
2019,Great puzzles offered on Brilliant. So worth the subscription. Great implementation on iOS.
2019,It teaches you so much! I’ve gotten more brilliant with it!
2019,"I thought this was just another brain puzzler, nope this seems beyond legit"
2019,Gives you the contexts about the problem and challenges your brain to think through and learn new stuffs every day!
2019,love it
2019,It’s really fun and challenging
2019,"If you can fold a piece of paper in half 100 times without thinking about how much paper you got , from 93.4 billion light years away you can fold the paper 100 times to fit the piece of paper right inside the density of our solar system."
2019,Very instructive and challenging. Giving you a wealth of topics to challenge you on.
2019,Great app for learning or reviewing.
2019,Dope!🔥🔥
2019,Nice App recommended for everyone
2019,The lessons are well explained and illustrated
2019,I like the small chunks of learning you can digest at your own pace.
2019,I love brilliant
2019,"Excellent and enjoyable. At your own pace, if you feel like participating. Great way to spend a few minutes!  Thoughtful."
2019,"I enjoy re-learning stuff I have forgotten since high school and college, and learning new concepts on top of those fundamental lessons."
2019,Amazing and easy to use interface with great lessons to learn!
2019,You can’t really do anything on it without a subscription and it auto renews every year it charges $80.00 per year of the subscription...  And plus it is more understandable depending your age...
2019,I’m a teacher. I’m learning a lot from this and great ways to make the material relatable. Keep it up!
2019,Its quite good
2019,Great product to learn interesting mathematics.
2019,"Learnt from this app that I didn’t really understand the things that I thought I did. I’m relearning stuff in a fun, engaging way."
2019,If you’ve ever wanted to learn about stuff that kicked your butt in high school or college it’s worth checking it out.
2019,Awesome!
2019,Perfect lunch break app
2019,OMG I LOVE THIS APPP
2019,"Great information, thorough knowledge checks on articles, overall an amazing app and concept :)"
2019,Math puzzles that teach practical skills
2019,Inspiring
2019,"If you love riddles and brain teasers, check out this app. It’s fun to play alone and it’s fun to quiz your friends."
2019,Better than school.
2019,Find out what you remember and never knew.
2019,Get brain challenger this app is
2019,"Constantly makes you strive to think of all possibilities, not just the immediate most logical."
2019,Love it. It is perfect for learning or improving your learning!
2019,"This is a great software and I enjoy learning about topics in science, engineering and physics. I would recommend this website/app to anyone wanting to be smarter or learn about interesting things. Thank you Brilliant.org!"
2019,This app is very educational helps you through dissolving different problems in different skills
2019,As I said
2019,i don’t pay for this yet but it’s really fun so far
2019,The puzzles make you think and the answers/explanations are very clear. Fun for any age.
2019,Love this app. Full of intellectual exercises!
2019,"Started using it in 2012 as a high schooler, and it’s grown up well; still stimulating and informative for a graduate."
2019,Make soft neural mush work better
2019,Well this app is exactly what the name is brilliant. It is absolutely wonderful. It’s for those who want to broaden their horizon or those who want to focus more on a career or even studies. 100% recommend to any wanting to expand there mind in both math and science
2019,"The strategies being implemented here are original and innovative.

Playful curiosity is cultivated and and one can be competitive with one’s self.

Enjoy!"
2019,"I’m learning more than I ever thought I would, I’m not the best student but really enjoy these lessons."
2019,This app is going to help me out at a lot for school this spring.
2019,"Even if you are not a math geek like me, this is something every one can enjoy"
2019,This app is fun.
2019,Challenging questions
2019,This app is a great way to stay sharp.
2019,Fun exiting and im really enjoying it
2019,"I love challenging my mind and strengthening my critical thinking skills, and this app is doing the trick!"
2019,This game/challenge is definitely increasing my IQ and challenging me to be better and to flex my brain muscles.💪🏻
2019,"I’m only using the free version at the moment, but from what I’ve used, I have really enjoyed. The app offers a bunch of different courses in a wide amount of subjects. If you’re considering it I would go for it."
2019,I’ve always wanted and easy to use app that can show me how to do math and science problems with an easy to understand exclamation. It’s very direct into the point and easy to use which I love. I highly recommend this app for everyone. It’s always a nice refresher to train your brain and keep your brain healthy and stimulated.
2019,I’ve enjoyed reading through these beginnings of lessons tremendously! Such a better way to pass the time compared to scrolling through FB or news articles. ☺️ considering purchasing a subscription. 🤙
2019,I downloaded this app to learn about quantum computing and it has worked
2019,I love learning new things
2019,Simple easy learning tool!!
2019,Enjoying math from high school and then some!
2019,"This is not an end all program you need other sources of information for most of these subjects; however, it does provide an in depth often different point of view to help solidify these topics. While I am still a fairly new user I still highly recommend it."
2019,One way to make it better is to be able to tap on old concepts and get a quick review or summary like Wikipedia’s website started doing.
2019,"I downloaded this app mainly out of curiosity. I’m already well versed in quantum mechanics and I was simply curious to see how well they expressed the subject’s nature and quirks. They explained many subjects with astonishing perspective and accuracy. I can only imagine how well they explain the other courses such as calculus and logic. If you lack a sufficiently competent professor, this app will help you out in a pinch. Even if you’re already familiar on things like mathematics and physics, there is always something new to learn on this app. The memberships are set at a great price and the visuals pop and express perfectly the matter at hand. I just wish there was an offline version for whenever I’m on a plane or such. Cheers!"
2019,Simple to use and the puzzles are fun and also educational
2019,Loved the app
2019,Enjoy immensely
2019,For learning
2019,"I love the math and logic games.  I didn’t have great math training growing up but math intrigued me.  Over the years learned I am a very logical person.  Then I started to improve my math skills with Khan academy etc.  I like to play games very much but certain games like chess or simcity buildit.  Then I opened this app the other day and was blown aways.  The lessons here are soo interesting and mentally stimulating.  It is like going on a mental adventure, readying a mystery novel, and playing an exciting and relaxing games.  I can apply these skills to my life.  My mind feels woke now.  Thank you."
2019,Really a useful app! A fantastic brain trainer!!!
2019,"Whether on the toilet or at an airport, great for active downtime to grasp concepts without too much complexity !"
2019,I just got this and it has already helped with logic and problem solving
2019,Very encourage this app!
2019,This website is great there is so many lessons for so many different topics
2019,"Really great app, I love the courses and daily puzzles."
2019,This app is great for very smart kids like me.
2019,It’s good
2019,Just wish it was more affordable to enthusiasts.
2019,This app changed my life! It helped me in college.
2019,"Fun and easy to use, but with nicely challenging puzzles"
2019,I just absolutely love it. It is amazing to my 12 year old mind.
2019,Brilliant
2019,Interest and broad topics.
2019,Some things are confusing but the explanation for questions asked usually help my understanding better
2019,Awesome!!!!
2019,Awesome learning tool.
2019,Great
2019,"It is good for both kids and adults. If your kids like it, they can study by themselves. My kids really enjoy it."
2019,I never had great science education growing up (my physics teacher in high school was certain the planets orbited the sun in concentric circles) so 15 years later this has been a lot of fun to pick up.
2019,I love being able to challenge myself intellectually and knowing that more courses are added regularly.
2019,"I’ve already recommended it to several friends and family members. I enjoy learning about these concepts some would claim to difficult to find entertaining. However, it does a great job breaking everything down into small bites of information and explaining them in layman’s terms. For a free app, this is truly a must have on any device."
2019,"I consider Brilliant one of the best ways to learn math, probability theory, geometry and many other subjects."
2019,"Beautifully created app which engages you in a mentor-student-rival kind of way, love it keep up the good work."
2019,It’s 10pm. I’m WANTING to go to class with this app at this hour.  Great and easy to use.  VERY helpful.
2019,There are so many subjects to choose from. The lessons are very well planned and explained with just the right amount of detail. The daily challenges are great. A great app to stay fresh on subjects you know and to expand your knowledge on those you don’t know much about. So glad I found this app.
2019,It’s nice to have an app that actually helps learn / revise a wide variety of Math and Science topics! Really enjoying it so far! It’s an easy to use interface and find that there are no interruptions.
2019,Good
2019,I have been using this app for almost a year and it has been amazing to have math stay in my life and to not lose any talent I have in this field
2019,"Haven’t always enjoyed these types of subjects but aspired to understand them. The hundreds of games/questions are short, organized and fairly diverse. The solution explanations are consistently simple and clear. I bought the lifetime subscription and can tell I’m improving by just playing around a few minutes a day waiting for the train. Plus I appreciate the multiple places to give optional feedback in-app; thanks for continuing to improve your product!"
2019,Such a great app for students.
2019,Good
2019,I love this app so much and it only gets better everyday!  I use it everyday and it brings me so much joy!
2019,"These puzzles are amazing! The app starts you off with small, simple exercises and puzzles. But not so diminutive that they’re boring. Then, you progress to more exciting and intricate puzzles; all the while learning, and immediately exercising what you just learned. And the most awesome part, if you don’t understand why something is the way it is, there’s a down to earth explanation - complete with descriptions, pictures, and gifs. You can’t help but learn, and the fun makes you never want to stop learning. If you are a lifelong learner, you will love this app!!!"
2019,"I love it and everything is very interesting😁
I just wish you didn’t have to pay money for the premium kind of ridiculous but all the other stuff they have on there is really good😁😁😁😁😁🎊🎉"
2019,Brilliant allows me to study all the courses I want for free and I get to refresh courses I’ve taken in the past. :)
2019,It’s really good and helps me learn a lot
2019,"This app is great. I use it almost everyday to brush up on my everyday skills; physics, math and astronomy. The free version more than enough to learn new things everyday. I would highly recommend this app to anyone, who’s willing to learn."
2019,Absolutely brilliant. Expands your brain power while teaching you new topics. Very entertaining and I can’t stop playing and learning. There are also so many practice problems to take you to mastery of the topic. My two favorite courses so far were the Ace the AMC and math competition fundamentals because they really taught me to think critically.
2019,"Well made, I can see the great minds behind each lesson, still with few glitches though!"
2019,What could be better than getting smarter every day with this app?
2019,"Great source of fun, interesting knowledge."
2019,"The app is extremely polished and works like a charm, no Bugs or glitches to speak of, and the content itself is great. I love having interesting problems with well done and helpful explanations delivered to my phone daily at all times. Even without the paid subscription I highly recommend to everyone I know that likes puzzles and learning."
2019,"... But it seems very well designed and I'm learning.  This is only day one of use though, I'll update this review after using it awhile."
2019,Really great app
2019,I’m so terrible with logic and this app has helped me be more aware of solutions to problems.
2019,A great app to learn about the world around you and many other things.
2019,The app is great and it offers as good of an experience as the site. Totally worth paying for the full content.
2019,This app is both super aesthetically and functionally pleasing and incredibly fun. I'm an engineer and like to stay fresh on a few skills that are a bit outside of my everyday use in my current job. This really hits the core of a concept and allows you to feel accomplished by actually learning and passing quizzes
2019,This app is by far the greatest app for educational purposes.
2019,I do think the subscription is rather costly.
2019,Better than Khan Academy
2019,By far the best app I’ve taken the time to download. I’ve never left a review but I love what this app is doing. It’s like duolingo for math and science. Very good pacing and you can tell the creators actually care about what they are making.
2019,The app teaches in a very fun and entertaining way.
2019,Great app love it !!
2019,I love this app!
2019,Hobmab
2019,"As your level increases, you can vanquish more and more interesting foes!"
2019,Great application to develop intellectually and to nourish your brain cells.
2019,Brilliant is great and fun!
2019,Yooooo
2019,Perfect
2019,"PDEs, Linear Algebra, Group Algebra, Vector Calculus"
2019,recommend to anyone seeking to advance their learning
2019,"Your knowledge is constantly checked with immediate feedback which is very detailed but not extraneous. As a college-level aircraft maintenance math and physics instructor, I find the format and content detail to be just right. I also appreciate the discussion function which allows great minds to offer their own solution explanations which help if the original author’s explanation goes over your head."
2019,"I really enjoy this app, it challenges me everyday and I learn everyday."
2019,Really enjoying this app....
2019,This application is very helpful for visual learners and very user friendly.
2019,Filled with challenging problems and great explanations
2019,Simply the best educational app out there.
2019,I love the variety of Courses.
2019,I love the puzzles and way it explains the puzzles before you get the puzzle. Then if you can’t figure it out it explains it at the end.
2019,Awesome!
2019,This is a great place to learned new skill
2019,I’ve enjoyed the lessons and challenges themed in the form of games that allow me to test/expand my problem solving skills instead of resorting to my social media apps every time I’m bored.
2019,Me like
2019,I think that this app is really great I’m really happy that it exists I feel like I get smarter every time I use it.  You should be really proud of what you guys are doing
2019,"I love the quick lessons and the practice and the visuals! I wish I had this around when I was a student in my youth! It’s good to keep my mind sharp and it’s fun, quick, and easy to learn!"
2019,It really helps me with my critical thinking.
2019,Fun & very difficult and explanation helps your understanding.
2019,"Nothing I could say could add. It’s already been said by countless reviews, people from my life, folks on YouTube and forums, professionals. I can’t wait for the new courses to arrive!"
2019,"Looks and feels nice, and the content is broken down well for beginners to understand."
2019,"Check it out for yourself.

My meager words will not do it justice."
2019,"Between the simple design and high quality content, there is much to gain from the application. I was satisfied the moment I dipped my first toe in the water, and now I'm a subscriber. I have no regrets and recommend Brilliant to anyone seeking a challenge or a chance to learn something new.
Thank you, and keep doing what you're doing!"
2019,Puzzles that are simply stated with interesting solutions.
2019,"I’m a broke 14 year old who can’t afford premium, but this app has helped me develop my brain farther than my school ever has and ever will. I owe it the entirety of my IQ."
2019,Works just as well as the site.
2019,Terrific! Nothing compares to brilliant!
2019,"This app is so fun, and I am learning so much, so fast!"
2019,I like this app but it is a little weird at how it is set up Just like all the bets apps are I do redeemed it but make sure you like it be for speeding money
2019,Thanks for this app. I’m just discovering it’s fascinating way of learning. I’m using it to learn a few new ideas.
2019,I love this kind of stuff.
2019,Enjoying the problem solving process!
2019,good
2019,This app provides great content!
2019,In a time of my life where getting dull is a big issue this app has really shown me a great way to deal with it. The Logic portion is my favorite because it helps me the most with my math
2019,"Love this app! Brilliant is brilliant in keeping you engaged in mathematical riddles and logical thinking. Learn, unlearn and relearn basic concepts or just browse through interesting stuff to cure your curiosity. I am a big fan and really love the interface and design. I would love to see more content in additional subjects and topics."
2019,Puts your brain to work.
2019,Excellent mind stimulating App!
2019,"Fantastic!
خوا زانۆ حەر فرە وەشا. ئننەو هەیشووری وەشا"
2019,Really Brilliant app
2019,"I love being able to wake up and, instead of going on Instagram or Twitter, get my brain going with short yet informational articles. If you want to add daily mental stimulation to your life, give this app a shot !!"
2019,Interesante!!!
2019,Easy bite size servings of science
2019,Great problems that are interesting and require some problem solving and critical thinking!
2019,"If you would like to learn the basic concepts of any subject, download this app. You won’t be disappointed."
2019,Complex scientific and mathematical concepts taught in fun digestible lessons and quizzes. Kudos.
2019,It’s nice. Some of the explanations could link to remedial courses.. but overall it’s clean and very instructional.
2019,"I’m a few days in but this app has been very enjoyable! The daily quizzes provide new lessons and information in a fun and easy to understand way. The explanations are to the point. The user interaction is excellent and detailed. 

I would very much recommend this app for anyone wanting to learn a little bit more about the world around them and who want to exercise their brain more! And the daily quizzes are great for on the go learners!"
2019,I like it! Learning in my free time!
2019,"This company is both the hero we need and the hero we deserve, five seconds on this app and you’ll be able to taste a brighter future."
2019,It’s fun puzzles
2019,"Superb, I love it."
2019,"Something that’ll help you continue your journey of math, physics, engineering and so on after high school or collage to hold a keen nerd!"
2019,"This app has been really great so far, in spite of my use of the free version."
2019,Never in a million years did I think I’d be learning about cellular automata
2019,Very epic
2019,This app helps you with maths and it’s also fun to play with!!!!
2019,Great place to learn stuff given you learn them in the right order 😅
2019,Fun
2019,Just what I was looking for to keep me sharp!
2019,Love it
2019,Good info
2019,Great for brushing up!
2019,If you love to learn this is a great app. Always interesting content. Love it. Keep it up!
2019,Awesome
2019,Very good but can you make it more understanding
2019,Love it and recommend it
2019,"It just a verry well put together system and with all you can do even without the subscription, all you can learn in just a couple minutes a day, that makes this a top notch app👍"
2019,Hard to understand but I like it.
2019,I wish I could save or bookmark the section on iOS for later review as I can from their website.
2019,Really enjoying it.
2019,Great app for brain exercise using fragmented time
2019,Fun way to exercise your 🧠
2019,Great app challenging!
2019,"This app helped me realize my passion for math and science. Its tactile learning approach versus force feeding theory to its users is the perfect approach to promote practice, trial, and error. Highly recommended."
2019,The most brilliant app literally I have ever seen. Thanks a lot.
2019,"It takes approximately the amount of time one might spend on a short Facebook clip to go through an exercise. The topics may span but a mile wide and an inch deep, but it is a great introduction to topics you may not have otherwise encountered."
2019,Stuff like this is the future of education. Very intuitive way to learn and improve your knowledge. Highly recommend.
2019,"I love brilliant, it is the #1 educational app for advanced subjects that I know of. It’s just awesome"
2019,Excellent
2019,Quality information and easy to understand explanations. I should’ve gotten Brilliant a long time ago!
2019,I love using this app it’s great for learning things.
2019,Enjoy it
2019,Good app
2020,Perfect for learning
2020,"Love everything about this app. The path this company is on is incredible. I think anyone can learn a lot on Brilliant regardless of skill. The app fosters a love of puzzle solving and complex thinking. Thank you, Brilliant!!"
2020,Cool
2020,Breaks down complex content well.
2020,coolest app to train your brain... Thanks to the creators
2020,If I weren’t unemployed I would definitely buy the full version I love practicing it keeps me sharp
2020,"The app aids in helping the user think beyond the box and explore solutions creatively. Beyond assisting learners to getting the answers right, the app encourages students to arrive at the correct conclusions, and to understand why."
2020,It’s really good it has good information
2020,Best APP ever. All levels.
2020,"Fantastic Idea, Incredible Design and Fabulous execution!"
